mode,arch,dataset,window_length,pretrained,test_acc,test_f1,exc,train_exc_limit,train_strat_size,train_event_mult,nevents_test,nevents_train_lim,nevents_train_tot,time_dm,time_train,time_total
ts,nn,CBF,128,False,0.3976286757488909,0.3976286757488909,32,32,2,4,200,384,384,17.304101180285215,349.0397114511579,366.34381263144314
