mode,arch,dataset,val_size,max_epochs,batch_size,pretrain_mode,window_length,window_time_stride,window_patt_stride,learning_rate,random_state,pretrained,cv_rep,nepochs,best_model,total_params,trainable_params,metrics_csv,val_acc,val_f1,val_auroc,test_acc,test_f1,test_auroc,exc,train_exc_limit,train_strat_size,train_event_mult,nevents_test,nevents_train_lim,nevents_train_tot,time_dm,time_train,time_total,stride_series
DF,ResNet,CBF,0.25,120,128,False,10,7,1,0.0001,0,False,4,120,training/finetune/CBF_DF_ResNet/logs/exc32_avev32_tstrat2_tmult4_ststest200_wlen10_stride0_wtst7_wpst1_val0.25_me120_bs128_lr0.0001_rs0/checkpoints/epoch=71-step=20736.ckpt,475124,475124,training/finetune/CBF_DF_ResNet/logs/exc32_avev32_tstrat2_tmult4_ststest200_wlen10_stride0_wtst7_wpst1_val0.25_me120_bs128_lr0.0001_rs0/metrics.csv,0.6448248028755188,0.6448248028755188,0.3815063238143921,0.6187864542007446,0.6187864542007446,0.3799584805965423,32,32,2,4,200,384,384,16.19306857138872,38549.258446380496,38565.451514951885,
DF,ResNet,CBF,0.25,120,128,False,10,1,1,0.0001,0,False,4,120,training/finetune/CBF_DF_ResNet/logs/exc32_avev32_tstrat2_tmult4_ststest200_wlen10_stride0_wtst1_wpst1_val0.25_me120_bs128_lr0.0001_rs0/checkpoints/epoch=46-step=13536.ckpt,475124,475124,training/finetune/CBF_DF_ResNet/logs/exc32_avev32_tstrat2_tmult4_ststest200_wlen10_stride0_wtst1_wpst1_val0.25_me120_bs128_lr0.0001_rs0/metrics.csv,0.4550264477729797,0.4550264477729797,0.270867109298706,0.4134198427200317,0.4134198427200317,0.2322521209716797,32,32,2,4,200,384,384,25.78414291329682,176161.98871045,176187.7728533633,
DF,ResNet,CBF,0.25,120,128,False,10,5,1,0.0001,0,False,4,120,training/finetune/CBF_DF_ResNet/logs/exc32_avev32_tstrat2_tmult4_ststest200_wlen10_stride0_wtst5_wpst1_val0.25_me120_bs128_lr0.0001_rs0/checkpoints/epoch=119-step=34560-v2.ckpt,475124,475124,training/finetune/CBF_DF_ResNet/logs/exc32_avev32_tstrat2_tmult4_ststest200_wlen10_stride0_wtst5_wpst1_val0.25_me120_bs128_lr0.0001_rs0/metrics.csv,0.628187358379364,0.628187358379364,0.3512554168701172,0.6042897701263428,0.6042897701263428,0.3285049498081207,32,32,2,4,200,384,384,20.48891213722527,189413.74423947,189434.2331516072,
DF,ResNet,CBF,0.25,120,128,False,10,3,1,0.0001,0,False,4,120,training/finetune/CBF_DF_ResNet/logs/exc32_avev32_tstrat2_tmult4_ststest200_wlen10_stride0_wtst3_wpst1_val0.25_me120_bs128_lr0.0001_rs0/checkpoints/epoch=70-step=20448.ckpt,475124,475124,training/finetune/CBF_DF_ResNet/logs/exc32_avev32_tstrat2_tmult4_ststest200_wlen10_stride0_wtst3_wpst1_val0.25_me120_bs128_lr0.0001_rs0/metrics.csv,0.5364006757736206,0.5364006757736206,0.325560986995697,0.5280613303184509,0.5280613303184509,0.2714718580245971,32,32,2,4,200,384,384,17.090361949056387,193315.37283634208,193332.4631982912,
DF,ResNet,CBF,0.25,120,128,False,10,7,5,0.0001,0,False,4,120,training/finetune/CBF_DF_ResNet/logs/exc32_avev32_tstrat2_tmult4_ststest200_wlen10_stride0_wtst7_wpst5_val0.25_me120_bs128_lr0.0001_rs0/checkpoints/epoch=78-step=22752.ckpt,475124,475124,training/finetune/CBF_DF_ResNet/logs/exc32_avev32_tstrat2_tmult4_ststest200_wlen10_stride0_wtst7_wpst5_val0.25_me120_bs128_lr0.0001_rs0/metrics.csv,0.6519967317581177,0.6519967317581177,0.3652552366256714,0.6113831400871277,0.6113831400871277,0.3764059245586395,32,32,2,4,200,384,384,16.93192931264639,10982.4784962032,10999.410425515844,
DF,ResNet,CBF,0.25,120,128,False,10,7,2,0.0001,0,False,4,120,training/finetune/CBF_DF_ResNet/logs/exc32_avev32_tstrat2_tmult4_ststest200_wlen10_stride0_wtst7_wpst2_val0.25_me120_bs128_lr0.0001_rs0/checkpoints/epoch=16-step=4896.ckpt,475124,475124,training/finetune/CBF_DF_ResNet/logs/exc32_avev32_tstrat2_tmult4_ststest200_wlen10_stride0_wtst7_wpst2_val0.25_me120_bs128_lr0.0001_rs0/metrics.csv,0.6629176735877991,0.6629176735877991,0.377692699432373,0.6469505429267883,0.6469505429267883,0.3910471200942993,32,32,2,4,200,384,384,17.0850461255759,20024.95882357098,20042.04386969656,
DF,ResNet,CBF,0.25,120,128,False,10,7,3,0.0001,0,False,4,120,training/finetune/CBF_DF_ResNet/logs/exc32_avev32_tstrat2_tmult4_ststest200_wlen10_stride0_wtst7_wpst3_val0.25_me120_bs128_lr0.0001_rs0/checkpoints/epoch=109-step=31680.ckpt,475124,475124,training/finetune/CBF_DF_ResNet/logs/exc32_avev32_tstrat2_tmult4_ststest200_wlen10_stride0_wtst7_wpst3_val0.25_me120_bs128_lr0.0001_rs0/metrics.csv,0.6326813101768494,0.6326813101768494,0.3405565917491913,0.6237220168113708,0.6237220168113708,0.3708069324493408,32,32,2,4,200,384,384,16.79819036088884,21557.75070380233,21574.54889416322,
DF,ResNet,CBF,0.25,120,128,False,10,7,1,0.0001,0,True,4,120,training/finetune/CBF_DF_ResNet/logs/exc32_avev32_tstrat2_tmult4_ststest200_wlen10_stride0_wtst7_wpst1_val0.25_me120_bs128_lr0.0001_rs0/checkpoints/epoch=98-step=28512-v1.ckpt,475124,475124,training/finetune/CBF_DF_ResNet/logs/exc32_avev32_tstrat2_tmult4_ststest200_wlen10_stride0_wtst7_wpst1_val0.25_me120_bs128_lr0.0001_rs0/metrics.csv,0.6849225759506226,0.6849225759506226,0.3905905485153198,0.6722159385681152,0.6722159385681152,0.3886651396751404,32,32,2,4,200,384,384,16.45895581319928,39322.93161511421,39339.39057092741,False
DF,ResNet,CBF,0.25,120,128,False,10,7,1,0.0001,0,True,4,120,training/finetune/CBF_DF_ResNet/logs/exc32_avev32_tstrat2_tmult4_ststest200_wlen10_stride1_wtst7_wpst1_val0.25_me120_bs128_lr0.0001_rs0/checkpoints/epoch=55-step=16128.ckpt,475124,475124,training/finetune/CBF_DF_ResNet/logs/exc32_avev32_tstrat2_tmult4_ststest200_wlen10_stride1_wtst7_wpst1_val0.25_me120_bs128_lr0.0001_rs0/metrics.csv,0.6845150589942932,0.6845150589942932,0.3892645239830017,0.6724509596824646,0.6724509596824646,0.3880133032798767,32,32,2,4,200,384,384,16.844006933271885,37815.57175907679,37832.41576601006,True
DF,ResNet,CBF,0.25,120,128,False,10,7,1,0.0001,0,False,4,120,training/finetune/CBF_DF_ResNet/logs/exc32_avev8_tstrat2_tmult4_ststest200_wlen10_stride0_wtst7_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv4/checkpoints/epoch=116-step=8424.ckpt,475124,475124,training/finetune/CBF_DF_ResNet/logs/exc32_avev8_tstrat2_tmult4_ststest200_wlen10_stride0_wtst7_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv4/metrics.csv,0.7272429466247559,0.7272429466247559,0.3320910334587097,0.5923712849617004,0.5923712849617004,0.338204562664032,32,8,2,4,96,96,384,17.238397067412734,9525.22356456332,9542.461961630732,
DF,ResNet,CBF,0.25,120,128,False,10,7,1,0.0001,0,True,4,120,training/finetune/CBF_DF_ResNet/logs/exc32_avev8_tstrat2_tmult4_ststest200_wlen10_stride1_wtst7_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv4/checkpoints/epoch=26-step=1944.ckpt,475124,475124,training/finetune/CBF_DF_ResNet/logs/exc32_avev8_tstrat2_tmult4_ststest200_wlen10_stride1_wtst7_wpst1_val0.25_me120_bs128_lr0.0001_rs0_cv4/metrics.csv,0.7282252907752991,0.7282252907752991,0.337753415107727,0.6466399431228638,0.6466399431228638,0.3716974258422851,32,8,2,4,96,96,384,15.94900338537991,8678.190068097785,8694.139071483165,True
