dataset,arch,repr,pretrain,fold_number,random_state,batch_size,stride_series,window_length,window_time_stride,window_patt_stride,train_events_per_class,train_event_multiplier,nevents_train,pret_event_multiplier,nevents_pret,test_event_multiplier,nevents_test,tgt_best_model,tgt_train_csv,tgt_nepochs,target_val_acc,target_test_acc,target_val_f1,target_test_f1,target_val_auroc,target_test_auroc
CBF,CNN,TS,False,4,0,128,True,5,1,1,32,4,384,0,0,4,384,training/2023-04-11_13-52_EXP_wlen_TS_CNN_CBF_f4/logs/0_wdw5/checkpoints/epoch=4-step=1155.ckpt,training/2023-04-11_13-52_EXP_wlen_TS_CNN_CBF_f4/logs/0_wdw5/metrics.csv,4,0.36605963110923767,0.37622594833374023,0.36605963110923767,0.37622594833374023,0.5420231819152832,0.5567265748977661
CBF,CNN,TS,False,4,0,128,True,10,1,1,32,4,384,0,0,4,384,training/2023-04-11_13-52_EXP_wlen_TS_CNN_CBF_f4/logs/1_wdw10/checkpoints/epoch=1-step=462.ckpt,training/2023-04-11_13-52_EXP_wlen_TS_CNN_CBF_f4/logs/1_wdw10/metrics.csv,1,0.3968254029750824,0.372275710105896,0.3968254029750824,0.372275710105896,0.5614791512489319,0.5716347098350525
CBF,CNN,TS,False,4,0,128,True,15,1,1,32,4,384,0,0,4,384,training/2023-04-11_13-52_EXP_wlen_TS_CNN_CBF_f4/logs/2_wdw15/checkpoints/epoch=43-step=10164.ckpt,training/2023-04-11_13-52_EXP_wlen_TS_CNN_CBF_f4/logs/2_wdw15/metrics.csv,43,0.4166073203086853,0.4187764525413513,0.4166073203086853,0.4187764525413513,0.6068256497383118,0.6068469285964966
CBF,CNN,TS,False,4,0,128,True,20,1,1,32,4,384,0,0,4,384,training/2023-04-11_13-52_EXP_wlen_TS_CNN_CBF_f4/logs/3_wdw20/checkpoints/epoch=33-step=7854.ckpt,training/2023-04-11_13-52_EXP_wlen_TS_CNN_CBF_f4/logs/3_wdw20/metrics.csv,33,0.4444331228733063,0.4507541060447693,0.4444331228733063,0.4507541060447693,0.6371024250984192,0.650221049785614
CBF,CNN,TS,False,4,0,128,True,25,1,1,32,4,384,0,0,4,384,training/2023-04-11_13-52_EXP_wlen_TS_CNN_CBF_f4/logs/4_wdw25/checkpoints/epoch=41-step=9702.ckpt,training/2023-04-11_13-52_EXP_wlen_TS_CNN_CBF_f4/logs/4_wdw25/metrics.csv,41,0.46936386823654175,0.4602247178554535,0.46936386823654175,0.4602247178554535,0.6562548279762268,0.653006911277771
CBF,CNN,TS,False,4,0,128,True,30,1,1,32,4,384,0,0,4,384,training/2023-04-11_13-52_EXP_wlen_TS_CNN_CBF_f4/logs/5_wdw30/checkpoints/epoch=41-step=9702.ckpt,training/2023-04-11_13-52_EXP_wlen_TS_CNN_CBF_f4/logs/5_wdw30/metrics.csv,41,0.5005598664283752,0.48826366662979126,0.5005598664283752,0.48826366662979126,0.6913607716560364,0.6840314865112305
CBF,CNN,TS,False,4,0,128,True,40,1,1,32,4,384,0,0,4,384,training/2023-04-11_13-52_EXP_wlen_TS_CNN_CBF_f4/logs/6_wdw40/checkpoints/epoch=96-step=22407.ckpt,training/2023-04-11_13-52_EXP_wlen_TS_CNN_CBF_f4/logs/6_wdw40/metrics.csv,96,0.6112298965454102,0.581315815448761,0.6112298965454102,0.581315815448761,0.7228378653526306,0.7168571949005127
CBF,CNN,TS,False,4,0,128,True,45,1,1,32,4,384,0,0,4,384,training/2023-04-11_13-52_EXP_wlen_TS_CNN_CBF_f4/logs/7_wdw45/checkpoints/epoch=65-step=15246.ckpt,training/2023-04-11_13-52_EXP_wlen_TS_CNN_CBF_f4/logs/7_wdw45/metrics.csv,65,0.6356786489486694,0.5984604954719543,0.6356786489486694,0.5984604954719543,0.7550745606422424,0.7388320565223694
CBF,CNN,TS,False,4,0,128,True,50,1,1,32,4,384,0,0,4,384,training/2023-04-11_13-52_EXP_wlen_TS_CNN_CBF_f4/logs/8_wdw50/checkpoints/epoch=69-step=16170.ckpt,training/2023-04-11_13-52_EXP_wlen_TS_CNN_CBF_f4/logs/8_wdw50/metrics.csv,69,0.6398676037788391,0.575731635093689,0.6398676037788391,0.575731635093689,0.7608771324157715,0.7145557403564453
CBF,CNN,TS,False,4,0,128,True,60,1,1,32,4,384,0,0,4,384,training/2023-04-11_13-52_EXP_wlen_TS_CNN_CBF_f4/logs/9_wdw60/checkpoints/epoch=104-step=24255.ckpt,training/2023-04-11_13-52_EXP_wlen_TS_CNN_CBF_f4/logs/9_wdw60/metrics.csv,104,0.6953045129776001,0.6506284475326538,0.6953045129776001,0.6506284475326538,0.8337731957435608,0.8258331418037415
CBF,CNN,TS,False,4,0,128,True,75,1,1,32,4,384,0,0,4,384,training/2023-04-11_13-52_EXP_wlen_TS_CNN_CBF_f4/logs/10_wdw75/checkpoints/epoch=109-step=25410.ckpt,training/2023-04-11_13-52_EXP_wlen_TS_CNN_CBF_f4/logs/10_wdw75/metrics.csv,109,0.6896587014198303,0.6199364066123962,0.6896587014198303,0.6199364066123962,0.8433111310005188,0.8077430129051208
