dataset,arch,repr,pretrain,fold_number,random_state,batch_size,stride_series,window_length,window_time_stride,window_patt_stride,train_events_per_class,train_event_multiplier,nevents_train,pret_event_multiplier,nevents_pret,test_event_multiplier,nevents_test,tgt_best_model,tgt_train_csv,tgt_nepochs,target_val_acc,target_test_acc,target_val_f1,target_test_f1,target_val_auroc,target_test_auroc
CBF,ResNet,TS,False,2,0,128,True,5,1,1,32,4,384,0,0,4,384,training/2023-04-11_13-53_EXP_wlen_TS_ResNet_CBF_f2/logs/0_wdw5/checkpoints/epoch=116-step=27027.ckpt,training/2023-04-11_13-53_EXP_wlen_TS_ResNet_CBF_f2/logs/0_wdw5/metrics.csv,116,0.34800082445144653,0.40737801790237427,0.34800082445144653,0.40737801790237427,0.4970179498195648,0.5360020995140076
CBF,ResNet,TS,False,2,0,128,True,10,1,1,32,4,384,0,0,4,384,training/2023-04-11_13-53_EXP_wlen_TS_ResNet_CBF_f2/logs/1_wdw10/checkpoints/epoch=9-step=2310.ckpt,training/2023-04-11_13-53_EXP_wlen_TS_ResNet_CBF_f2/logs/1_wdw10/metrics.csv,9,0.3601953685283661,0.39014264941215515,0.3601953685283661,0.39014264941215515,0.5206446051597595,0.5547964572906494
CBF,ResNet,TS,False,2,0,128,True,15,1,1,32,4,384,0,0,4,384,training/2023-04-11_13-53_EXP_wlen_TS_ResNet_CBF_f2/logs/2_wdw15/checkpoints/epoch=59-step=13860.ckpt,training/2023-04-11_13-53_EXP_wlen_TS_ResNet_CBF_f2/logs/2_wdw15/metrics.csv,59,0.3964078426361084,0.3645595908164978,0.3964078426361084,0.3645595908164978,0.5503168702125549,0.5117150545120239
CBF,ResNet,TS,False,2,0,128,True,20,1,1,32,4,384,0,0,4,384,training/2023-04-11_13-53_EXP_wlen_TS_ResNet_CBF_f2/logs/3_wdw20/checkpoints/epoch=28-step=6699.ckpt,training/2023-04-11_13-53_EXP_wlen_TS_ResNet_CBF_f2/logs/3_wdw20/metrics.csv,28,0.4268776774406433,0.41643768548965454,0.4268776774406433,0.41643768548965454,0.5711790323257446,0.5795412063598633
CBF,ResNet,TS,False,2,0,128,True,25,1,1,32,4,384,0,0,4,384,training/2023-04-11_13-53_EXP_wlen_TS_ResNet_CBF_f2/logs/4_wdw25/checkpoints/epoch=68-step=15939.ckpt,training/2023-04-11_13-53_EXP_wlen_TS_ResNet_CBF_f2/logs/4_wdw25/metrics.csv,68,0.5120610594749451,0.4881732761859894,0.5120610594749451,0.4881732761859894,0.7188475131988525,0.6999600529670715
CBF,ResNet,TS,False,2,0,128,True,30,1,1,32,4,384,0,0,4,384,training/2023-04-11_13-53_EXP_wlen_TS_ResNet_CBF_f2/logs/5_wdw30/checkpoints/epoch=28-step=6699.ckpt,training/2023-04-11_13-53_EXP_wlen_TS_ResNet_CBF_f2/logs/5_wdw30/metrics.csv,28,0.4598941504955292,0.4577268362045288,0.4598941504955292,0.4577268362045288,0.6166337132453918,0.6137768626213074
CBF,ResNet,TS,False,2,0,128,True,40,1,1,32,4,384,0,0,4,384,training/2023-04-11_13-53_EXP_wlen_TS_ResNet_CBF_f2/logs/6_wdw40/checkpoints/epoch=34-step=8085.ckpt,training/2023-04-11_13-53_EXP_wlen_TS_ResNet_CBF_f2/logs/6_wdw40/metrics.csv,34,0.4700163006782532,0.48591965436935425,0.4700163006782532,0.48591965436935425,0.6135609149932861,0.642442524433136
CBF,ResNet,TS,False,2,0,128,True,45,1,1,32,4,384,0,0,4,384,training/2023-04-11_13-53_EXP_wlen_TS_ResNet_CBF_f2/logs/7_wdw45/checkpoints/epoch=42-step=9933.ckpt,training/2023-04-11_13-53_EXP_wlen_TS_ResNet_CBF_f2/logs/7_wdw45/metrics.csv,42,0.5340087413787842,0.5478352904319763,0.5340087413787842,0.5478352904319763,0.6992521286010742,0.7280488014221191
CBF,ResNet,TS,False,2,0,128,True,50,1,1,32,4,384,0,0,4,384,training/2023-04-11_13-53_EXP_wlen_TS_ResNet_CBF_f2/logs/8_wdw50/checkpoints/epoch=63-step=14784.ckpt,training/2023-04-11_13-53_EXP_wlen_TS_ResNet_CBF_f2/logs/8_wdw50/metrics.csv,63,0.5648676156997681,0.5604977607727051,0.5648676156997681,0.5604977607727051,0.7148825526237488,0.7195751070976257
CBF,ResNet,TS,False,2,0,128,True,60,1,1,32,4,384,0,0,4,384,training/2023-04-11_13-53_EXP_wlen_TS_ResNet_CBF_f2/logs/9_wdw60/checkpoints/epoch=55-step=12936.ckpt,training/2023-04-11_13-53_EXP_wlen_TS_ResNet_CBF_f2/logs/9_wdw60/metrics.csv,55,0.5702281594276428,0.5699822902679443,0.5702281594276428,0.5699822902679443,0.7325015664100647,0.7349662184715271
CBF,ResNet,TS,False,2,0,128,True,75,1,1,32,4,384,0,0,4,384,training/2023-04-11_13-53_EXP_wlen_TS_ResNet_CBF_f2/logs/10_wdw75/checkpoints/epoch=3-step=924.ckpt,training/2023-04-11_13-53_EXP_wlen_TS_ResNet_CBF_f2/logs/10_wdw75/metrics.csv,3,0.5151299238204956,0.5486388206481934,0.5151299238204956,0.5486388206481934,0.6829213500022888,0.7162521481513977
