dataset,arch,repr,pretrain,fold_number,random_state,batch_size,stride_series,window_length,window_time_stride,window_patt_stride,train_events_per_class,train_event_multiplier,nevents_train,pret_event_multiplier,nevents_pret,test_event_multiplier,nevents_test,tgt_best_model,tgt_train_csv,tgt_nepochs,target_val_acc,target_test_acc,target_val_f1,target_test_f1,target_val_auroc,target_test_auroc
CBF,RNN,TS,False,4,0,128,True,5,1,1,32,4,384,0,0,4,384,training/2023-04-11_10-10_EXP_wlen_TS_RNN_CBF_f4/logs/0_wdw5/checkpoints/epoch=119-step=27720.ckpt,training/2023-04-11_10-10_EXP_wlen_TS_RNN_CBF_f4/logs/0_wdw5/metrics.csv,119,0.34627124667167664,0.3309323191642761,0.34627124667167664,0.3309323191642761,0.4587172567844391,0.457188218832016
CBF,RNN,TS,False,4,0,128,True,10,1,1,32,4,384,0,0,4,384,training/2023-04-11_10-10_EXP_wlen_TS_RNN_CBF_f4/logs/1_wdw10/checkpoints/epoch=3-step=924.ckpt,training/2023-04-11_10-10_EXP_wlen_TS_RNN_CBF_f4/logs/1_wdw10/metrics.csv,3,0.40420228242874146,0.393927663564682,0.40420228242874146,0.393927663564682,0.5491382479667664,0.5441215634346008
CBF,RNN,TS,False,4,0,128,True,15,1,1,32,4,384,0,0,4,384,training/2023-04-11_10-10_EXP_wlen_TS_RNN_CBF_f4/logs/2_wdw15/checkpoints/epoch=2-step=693.ckpt,training/2023-04-11_10-10_EXP_wlen_TS_RNN_CBF_f4/logs/2_wdw15/metrics.csv,2,0.41625115275382996,0.43424373865127563,0.41625115275382996,0.43424373865127563,0.553684413433075,0.5886946320533752
CBF,RNN,TS,False,4,0,128,True,20,1,1,32,4,384,0,0,4,384,training/2023-04-11_10-10_EXP_wlen_TS_RNN_CBF_f4/logs/3_wdw20/checkpoints/epoch=1-step=462.ckpt,training/2023-04-11_10-10_EXP_wlen_TS_RNN_CBF_f4/logs/3_wdw20/metrics.csv,1,0.4333401322364807,0.4652866721153259,0.4333401322364807,0.4652866721153259,0.5667783617973328,0.6097400784492493
CBF,RNN,TS,False,4,0,128,True,25,1,1,32,4,384,0,0,4,384,training/2023-04-11_10-10_EXP_wlen_TS_RNN_CBF_f4/logs/4_wdw25/checkpoints/epoch=61-step=14322.ckpt,training/2023-04-11_10-10_EXP_wlen_TS_RNN_CBF_f4/logs/4_wdw25/metrics.csv,61,0.4669720232486725,0.46622970700263977,0.4669720232486725,0.46622970700263977,0.6102818250656128,0.6064789891242981
CBF,RNN,TS,False,4,0,128,True,30,1,1,32,4,384,0,0,4,384,training/2023-04-11_10-10_EXP_wlen_TS_RNN_CBF_f4/logs/5_wdw30/checkpoints/epoch=58-step=13629.ckpt,training/2023-04-11_10-10_EXP_wlen_TS_RNN_CBF_f4/logs/5_wdw30/metrics.csv,58,0.5174063444137573,0.5228720903396606,0.5174063444137573,0.5228720903396606,0.6499928832054138,0.6670936942100525
CBF,RNN,TS,False,4,0,128,True,40,1,1,32,4,384,0,0,4,384,training/2023-04-11_10-10_EXP_wlen_TS_RNN_CBF_f4/logs/6_wdw40/checkpoints/epoch=42-step=9933.ckpt,training/2023-04-11_10-10_EXP_wlen_TS_RNN_CBF_f4/logs/6_wdw40/metrics.csv,42,0.6127570867538452,0.6161144971847534,0.6127570867538452,0.6161144971847534,0.7548477053642273,0.7716863751411438
CBF,RNN,TS,False,4,0,128,True,45,1,1,32,4,384,0,0,4,384,training/2023-04-11_10-10_EXP_wlen_TS_RNN_CBF_f4/logs/7_wdw45/checkpoints/epoch=28-step=6699.ckpt,training/2023-04-11_10-10_EXP_wlen_TS_RNN_CBF_f4/logs/7_wdw45/metrics.csv,28,0.6135831475257874,0.6310430765151978,0.6135831475257874,0.6310430765151978,0.743769109249115,0.7714887261390686
CBF,RNN,TS,False,4,0,128,True,50,1,1,32,4,384,0,0,4,384,training/2023-04-11_10-10_EXP_wlen_TS_RNN_CBF_f4/logs/8_wdw50/checkpoints/epoch=45-step=10626.ckpt,training/2023-04-11_10-10_EXP_wlen_TS_RNN_CBF_f4/logs/8_wdw50/metrics.csv,45,0.6022403240203857,0.6335716247558594,0.6022403240203857,0.6335716247558594,0.7110819816589355,0.7689316272735596
CBF,RNN,TS,False,4,0,128,True,60,1,1,32,4,384,0,0,4,384,training/2023-04-11_10-10_EXP_wlen_TS_RNN_CBF_f4/logs/9_wdw60/checkpoints/epoch=23-step=5544.ckpt,training/2023-04-11_10-10_EXP_wlen_TS_RNN_CBF_f4/logs/9_wdw60/metrics.csv,23,0.5979323983192444,0.6332117915153503,0.5979323983192444,0.6332117915153503,0.7209112048149109,0.7752792835235596
CBF,RNN,TS,False,4,0,128,True,75,1,1,32,4,384,0,0,4,384,training/2023-04-11_10-10_EXP_wlen_TS_RNN_CBF_f4/logs/10_wdw75/checkpoints/epoch=21-step=5082.ckpt,training/2023-04-11_10-10_EXP_wlen_TS_RNN_CBF_f4/logs/10_wdw75/metrics.csv,21,0.6365257501602173,0.6492379307746887,0.6365257501602173,0.6492379307746887,0.7514939308166504,0.7860118746757507
