dataset,arch,repr,pretrain,fold_number,random_state,batch_size,stride_series,window_length,window_time_stride,window_patt_stride,train_events_per_class,train_event_multiplier,nevents_train,pret_event_multiplier,nevents_pret,test_event_multiplier,nevents_test,tgt_best_model,tgt_train_csv,tgt_nepochs,target_val_acc,target_test_acc,target_val_f1,target_test_f1,target_val_auroc,target_test_auroc
CBF,RNN,TS,False,2,0,128,True,5,1,1,32,4,384,0,0,4,384,training/2023-04-11_10-10_EXP_wlen_TS_RNN_CBF_f2/logs/0_wdw5/checkpoints/epoch=0-step=231.ckpt,training/2023-04-11_10-10_EXP_wlen_TS_RNN_CBF_f2/logs/0_wdw5/metrics.csv,0,0.3592430651187897,0.32020917534828186,0.3592430651187897,0.32020917534828186,0.49749574065208435,0.47725701332092285
CBF,RNN,TS,False,2,0,128,True,10,1,1,32,4,384,0,0,4,384,training/2023-04-11_10-10_EXP_wlen_TS_RNN_CBF_f2/logs/1_wdw10/checkpoints/epoch=10-step=2541.ckpt,training/2023-04-11_10-10_EXP_wlen_TS_RNN_CBF_f2/logs/1_wdw10/metrics.csv,10,0.37164223194122314,0.3592926561832428,0.37164223194122314,0.3592926561832428,0.5467684864997864,0.5300696492195129
CBF,RNN,TS,False,2,0,128,True,15,1,1,32,4,384,0,0,4,384,training/2023-04-11_10-10_EXP_wlen_TS_RNN_CBF_f2/logs/2_wdw15/checkpoints/epoch=5-step=1386.ckpt,training/2023-04-11_10-10_EXP_wlen_TS_RNN_CBF_f2/logs/2_wdw15/metrics.csv,5,0.38913199305534363,0.4086820185184479,0.38913199305534363,0.4086820185184479,0.5449320673942566,0.53017657995224
CBF,RNN,TS,False,2,0,128,True,20,1,1,32,4,384,0,0,4,384,training/2023-04-11_10-10_EXP_wlen_TS_RNN_CBF_f2/logs/3_wdw20/checkpoints/epoch=3-step=924.ckpt,training/2023-04-11_10-10_EXP_wlen_TS_RNN_CBF_f2/logs/3_wdw20/metrics.csv,3,0.4406167268753052,0.44757890701293945,0.4406167268753052,0.44757890701293945,0.5795761942863464,0.5761483907699585
CBF,RNN,TS,False,2,0,128,True,25,1,1,32,4,384,0,0,4,384,training/2023-04-11_10-10_EXP_wlen_TS_RNN_CBF_f2/logs/4_wdw25/checkpoints/epoch=3-step=924.ckpt,training/2023-04-11_10-10_EXP_wlen_TS_RNN_CBF_f2/logs/4_wdw25/metrics.csv,3,0.45648854970932007,0.4524488151073456,0.45648854970932007,0.4524488151073456,0.5936433672904968,0.5904682278633118
CBF,RNN,TS,False,2,0,128,True,30,1,1,32,4,384,0,0,4,384,training/2023-04-11_10-10_EXP_wlen_TS_RNN_CBF_f2/logs/5_wdw30/checkpoints/epoch=4-step=1155.ckpt,training/2023-04-11_10-10_EXP_wlen_TS_RNN_CBF_f2/logs/5_wdw30/metrics.csv,4,0.4947068393230438,0.4818916618824005,0.4947068393230438,0.4818916618824005,0.6256647706031799,0.6250700950622559
CBF,RNN,TS,False,2,0,128,True,40,1,1,32,4,384,0,0,4,384,training/2023-04-11_10-10_EXP_wlen_TS_RNN_CBF_f2/logs/6_wdw40/checkpoints/epoch=41-step=9702.ckpt,training/2023-04-11_10-10_EXP_wlen_TS_RNN_CBF_f2/logs/6_wdw40/metrics.csv,41,0.5002036094665527,0.5387387871742249,0.5002036094665527,0.5387387871742249,0.6265433430671692,0.6507792472839355
CBF,RNN,TS,False,2,0,128,True,45,1,1,32,4,384,0,0,4,384,training/2023-04-11_10-10_EXP_wlen_TS_RNN_CBF_f2/logs/7_wdw45/checkpoints/epoch=42-step=9933.ckpt,training/2023-04-11_10-10_EXP_wlen_TS_RNN_CBF_f2/logs/7_wdw45/metrics.csv,42,0.5337542295455933,0.5619476437568665,0.5337542295455933,0.5619476437568665,0.6626467108726501,0.6809819340705872
CBF,RNN,TS,False,2,0,128,True,50,1,1,32,4,384,0,0,4,384,training/2023-04-11_10-10_EXP_wlen_TS_RNN_CBF_f2/logs/8_wdw50/checkpoints/epoch=38-step=9009.ckpt,training/2023-04-11_10-10_EXP_wlen_TS_RNN_CBF_f2/logs/8_wdw50/metrics.csv,38,0.5218431949615479,0.5591739416122437,0.5218431949615479,0.5591739416122437,0.647266685962677,0.6658821105957031
CBF,RNN,TS,False,2,0,128,True,60,1,1,32,4,384,0,0,4,384,training/2023-04-11_10-10_EXP_wlen_TS_RNN_CBF_f2/logs/9_wdw60/checkpoints/epoch=38-step=9009.ckpt,training/2023-04-11_10-10_EXP_wlen_TS_RNN_CBF_f2/logs/9_wdw60/metrics.csv,38,0.5337645411491394,0.5797193050384521,0.5337645411491394,0.5797193050384521,0.6761764883995056,0.6988908648490906
CBF,RNN,TS,False,2,0,128,True,75,1,1,32,4,384,0,0,4,384,training/2023-04-11_10-10_EXP_wlen_TS_RNN_CBF_f2/logs/10_wdw75/checkpoints/epoch=34-step=8085.ckpt,training/2023-04-11_10-10_EXP_wlen_TS_RNN_CBF_f2/logs/10_wdw75/metrics.csv,34,0.4936831295490265,0.5839106440544128,0.4936831295490265,0.5839106440544128,0.6425685286521912,0.6825265288352966
