dataset,arch,repr,pretrain,fold_number,random_state,batch_size,stride_series,window_length,window_time_stride,window_patt_stride,train_events_per_class,train_event_multiplier,nevents_train,pret_event_multiplier,nevents_pret,test_event_multiplier,nevents_test,tgt_best_model,tgt_train_csv,tgt_nepochs,target_val_acc,target_test_acc,target_val_f1,target_test_f1,target_val_auroc,target_test_auroc
ArrowHead,RNN,TS,False,4,0,128,True,5,1,1,32,4,384,0,0,4,384,training/2023-03-31_14-43_EXP_wdw_TS_RNN_ArrowHead_f4/logs/wdw5_wts1_wps1/checkpoints/epoch=17-step=8136.ckpt,training/2023-03-31_14-43_EXP_wdw_TS_RNN_ArrowHead_f4/logs/wdw5_wts1_wps1/metrics.csv,17,0.3448678255081177,0.30812010169029236,0.3448678255081177,0.30812010169029236,0.5067655444145203,0.4896638095378876
