dataset,arch,pretrained,fold_number,random_state,batch_size,window_length,window_stride,target_val_acc,target_val_f1,target_val_auroc,target_test_acc,target_test_f1,target_test_auroc,target_best_model,target_train_csv,nsamp_tra,nsamp_pre,nsamp_test
Plane,ResNet_DFS,False,4,0,128,5,1,0.4765625,0.4765625,0.6742385625839233,0.5947473645210266,0.5947473645210266,0.8559529185295105,training/EXP_stride_f4.0_base_2023-03-16_12-53/logs/target/checkpoints/epoch=59-step=1860.ckpt,training/EXP_stride_f4.0_base_2023-03-16_12-53/logs/target/metrics.csv,6177,0,6033
