dataset,arch,pretrained,fold_number,random_state,batch_size,window_length,window_stride,target_val_acc,target_val_f1,target_val_auroc,target_test_acc,target_test_f1,target_test_auroc,target_best_model,target_train_csv,nsamp_tra,nsamp_pre,nsamp_test
Plane,ResNet_DFS,False,1,0,128,5,1,0.58447265625,0.58447265625,0.6769412159919739,0.6191821694374084,0.6191821694374084,0.837982177734375,training/EXP_stride_f1.0_base_2023-03-16_12-53/logs/target/checkpoints/epoch=104-step=3255.ckpt,training/EXP_stride_f1.0_base_2023-03-16_12-53/logs/target/metrics.csv,6177,0,6033
