dataset,arch,pretrained,fold_number,random_state,batch_size,window_length,window_stride,target_val_acc,target_val_f1,target_val_auroc,target_test_acc,target_test_f1,target_test_auroc,target_best_model,target_train_csv,nsamp_tra,nsamp_pre,nsamp_test
GunPoint,ResNet_DFS,False,2,0,128,5,1,0.59423828125,0.59423828125,0.621068000793457,0.524796187877655,0.524796187877655,0.5551832914352417,training/EXP_stride_f2.0_base_2023-03-16_12-52/logs/target/checkpoints/epoch=15-step=496.ckpt,training/EXP_stride_f2.0_base_2023-03-16_12-52/logs/target/metrics.csv,6135,0,5985
