dataset,arch,pretrained,fold_number,random_state,batch_size,window_length,window_stride,target_val_acc,target_val_f1,target_val_auroc,target_test_acc,target_test_f1,target_test_auroc,target_best_model,target_train_csv,nsamp_tra,nsamp_pre,nsamp_test
Coffee,ResNet_DFS,False,0,0,128,5,1,0.6625000238418579,0.6625000238418579,0.6462345719337463,0.5228365659713745,0.5228365659713745,0.5336673855781555,training/EXP_stride_f0.0_base_2023-03-16_12-52/logs/target/checkpoints/epoch=37-step=608.ckpt,training/EXP_stride_f0.0_base_2023-03-16_12-52/logs/target/metrics.csv,3417,0,3417
