dataset,arch,pretrained,fold_number,random_state,batch_size,window_length,window_stride,target_val_acc,target_val_f1,target_val_auroc,target_test_acc,target_test_f1,target_test_auroc,target_best_model,target_train_csv,nsamp_tra,nsamp_pre,nsamp_test
PowerCons,ResNet_DFS,False,0,0,128,10,1,0.6701388955116272,0.6701388955116272,0.6725870966911316,0.629199206829071,0.629199206829071,0.6564364433288574,training/EXP_length_f0.0_base_2023-03-17_16-25/logs/target/checkpoints/epoch=84-step=4590.ckpt,training/EXP_length_f0.0_base_2023-03-17_16-25/logs/target/metrics.csv,10482,0,10338
