dataset,arch,pretrained,fold_number,random_state,batch_size,window_size,target_val_acc,target_val_f1,target_val_auroc,target_test_acc,target_test_f1,target_test_auroc,target_best_model,target_train_csv,target_nepochs,nframes_tra,nframes_pre,nframes_test,pretrain_val_acc,pretrain_val_f1,pretrain_val_auroc,pretrain_best_model,pretrain_train_csv,pretrain_nepochs
GunPoint,CNN,False,4,0,128,5,0.5264636874198914,0.5264636874198914,0.4971742630004883,0.5400167107582092,0.5400167107582092,0.5692108273506165,training/exp/EXP_ratio_f4.base_2023-02-20_12-13/logs/target/checkpoints/epoch=0-step=32.ckpt,training/exp/EXP_ratio_f4.base_2023-02-20_12-13/logs/target/metrics.csv,6,6135,0,5985,,,,,,
GunPoint,CNN,False,4,0,128,5,0.645433247089386,0.645433247089386,0.6529877185821533,0.6755221486091614,0.6755221486091614,0.6964530944824219,training/exp/EXP_ratio_f4.0_2023-02-20_12-13/logs/target/checkpoints/epoch=175-step=5632.ckpt,training/exp/EXP_ratio_f4.0_2023-02-20_12-13/logs/target/metrics.csv,200,6135,6045,5985,0.8308068513870239,0.8308068513870239,0.9628772139549255,training/exp/EXP_ratio_f4.0_2023-02-20_12-13/logs/pretrain/checkpoints/epoch=49-step=1600.ckpt,training/exp/EXP_ratio_f4.0_2023-02-20_12-13/logs/pretrain/metrics.csv,55
GunPoint,CNN,False,4,0,128,5,0.6341920495033264,0.6341920495033264,0.6870384216308594,0.6908938884735107,0.6908938884735107,0.7506209015846252,training/exp/EXP_ratio_f4.1_2023-02-20_12-19/logs/target/checkpoints/epoch=120-step=3872.ckpt,training/exp/EXP_ratio_f4.1_2023-02-20_12-19/logs/target/metrics.csv,161,6135,12090,5985,0.8317848443984985,0.8317848443984985,0.9639051556587219,training/exp/EXP_ratio_f4.1_2023-02-20_12-19/logs/pretrain/checkpoints/epoch=29-step=1890.ckpt,training/exp/EXP_ratio_f4.1_2023-02-20_12-19/logs/pretrain/metrics.csv,35
GunPoint,CNN,False,4,0,128,5,0.6229507923126221,0.6229507923126221,0.616328239440918,0.6591478586196899,0.6591478586196899,0.6809916496276855,training/exp/EXP_ratio_f4.2_2023-02-20_12-24/logs/target/checkpoints/epoch=41-step=1344.ckpt,training/exp/EXP_ratio_f4.2_2023-02-20_12-24/logs/target/metrics.csv,82,6135,18135,5985,0.8614506721496582,0.8614506721496582,0.9774660468101501,training/exp/EXP_ratio_f4.2_2023-02-20_12-24/logs/pretrain/checkpoints/epoch=36-step=3478.ckpt,training/exp/EXP_ratio_f4.2_2023-02-20_12-24/logs/pretrain/metrics.csv,42
