dataset,arch,pretrained,fold_number,random_state,batch_size,window_size,target_val_acc,target_val_f1,target_val_auroc,target_test_acc,target_test_f1,target_test_auroc,target_best_model,target_train_csv,target_nepochs,nframes_tra,nframes_pre,nframes_test,pretrain_val_acc,pretrain_val_f1,pretrain_val_auroc,pretrain_best_model,pretrain_train_csv,pretrain_nepochs
GunPoint,CNN,False,0,0,128,5,0.688992977142334,0.688992977142334,0.8271130323410034,0.716123640537262,0.716123640537262,0.7964582443237305,training/exp/EXP_ratio_f0.base_2023-02-20_11-01/logs/target/checkpoints/epoch=61-step=1984.ckpt,training/exp/EXP_ratio_f0.base_2023-02-20_11-01/logs/target/metrics.csv,67,6135,0,5985,,,,,,
GunPoint,CNN,False,0,0,128,5,0.7391100525856018,0.7391100525856018,0.8167575001716614,0.716624915599823,0.716624915599823,0.7812598943710327,training/exp/EXP_ratio_f0.0_2023-02-20_11-03/logs/target/checkpoints/epoch=137-step=4416.ckpt,training/exp/EXP_ratio_f0.0_2023-02-20_11-03/logs/target/metrics.csv,178,6135,6045,5985,0.7858190536499023,0.7858190536499023,0.9591542482376099,training/exp/EXP_ratio_f0.0_2023-02-20_11-03/logs/pretrain/checkpoints/epoch=26-step=864.ckpt,training/exp/EXP_ratio_f0.0_2023-02-20_11-03/logs/pretrain/metrics.csv,32
GunPoint,CNN,False,0,0,128,5,0.7203747034072876,0.7203747034072876,0.816757082939148,0.7131161093711853,0.7131161093711853,0.7814401388168335,training/exp/EXP_ratio_f0.1_2023-02-20_11-08/logs/target/checkpoints/epoch=64-step=2080.ckpt,training/exp/EXP_ratio_f0.1_2023-02-20_11-08/logs/target/metrics.csv,105,6135,12090,5985,0.8371638059616089,0.8371638059616089,0.9735557436943054,training/exp/EXP_ratio_f0.1_2023-02-20_11-08/logs/pretrain/checkpoints/epoch=33-step=2142.ckpt,training/exp/EXP_ratio_f0.1_2023-02-20_11-08/logs/pretrain/metrics.csv,39
GunPoint,CNN,False,0,0,128,5,0.6997658014297485,0.6997658014297485,0.7562398910522461,0.6979114413261414,0.6979114413261414,0.7603501081466675,training/exp/EXP_ratio_f0.2_2023-02-20_11-11/logs/target/checkpoints/epoch=63-step=2048.ckpt,training/exp/EXP_ratio_f0.2_2023-02-20_11-11/logs/target/metrics.csv,104,6135,18135,5985,0.8634066581726074,0.8634066581726074,0.9736911654472351,training/exp/EXP_ratio_f0.2_2023-02-20_11-11/logs/pretrain/checkpoints/epoch=40-step=3854.ckpt,training/exp/EXP_ratio_f0.2_2023-02-20_11-11/logs/pretrain/metrics.csv,46
