dataset,arch,pretrained,fold_number,random_state,batch_size,window_length,window_stride,target_val_acc,target_val_f1,target_val_auroc,target_test_acc,target_test_f1,target_test_auroc,approach,target_best_model,target_train_csv,nsamp_tra,nsamp_pre,nsamp_test
SyntheticControl,ResNet_DFS,False,0,0,128,5,1,0.5807291865348816,0.5807291865348816,0.636928379535675,0.3978794515132904,0.3978794515132904,0.7156071066856384,lstm,training/2023-03-21_15-08_EXP_ratio_ResNet_DFS_SyntheticControl_f0-base/logs/target/checkpoints/epoch=42-step=301.ckpt,training/2023-03-21_15-08_EXP_ratio_ResNet_DFS_SyntheticControl_f0-base/logs/target/metrics.csv,1449,0,7185
