dataset,arch,pretrained,fold_number,random_state,batch_size,window_length,window_stride,target_val_acc,target_val_f1,target_val_auroc,target_test_acc,target_test_f1,target_test_auroc,approach,target_best_model,target_train_csv,nsamp_tra,nsamp_pre,nsamp_test
SyntheticControl,ResNet_DFS,False,4,0,128,5,1,0.6588541865348816,0.6588541865348816,0.7099332213401794,0.4287109375,0.4287109375,0.6905685067176819,lstm,training/2023-03-21_15-17_EXP_ratio_ResNet_DFS_SyntheticControl_f4-base/logs/target/checkpoints/epoch=101-step=714.ckpt,training/2023-03-21_15-17_EXP_ratio_ResNet_DFS_SyntheticControl_f4-base/logs/target/metrics.csv,1449,0,7185
