dataset,arch,pretrained,fold_number,random_state,batch_size,window_length,window_stride,target_val_acc,target_val_f1,target_val_auroc,target_test_acc,target_test_f1,target_test_auroc,approach,target_best_model,target_train_csv,nsamp_tra,nsamp_pre,nsamp_test
SyntheticControl,CNN_DFS,False,2,0,128,5,1,0.4140625,0.4140625,0.5517157912254333,0.2587890625,0.2587890625,0.6608200669288635,lstm,training/2023-03-21_15-28_EXP_ratio_CNN_DFS_SyntheticControl_f2-base/logs/target/checkpoints/epoch=6-step=49.ckpt,training/2023-03-21_15-28_EXP_ratio_CNN_DFS_SyntheticControl_f2-base/logs/target/metrics.csv,1449,0,7185
