dataset,arch,pretrained,fold_number,random_state,batch_size,window_length,window_stride,target_val_acc,target_val_f1,target_val_auroc,target_test_acc,target_test_f1,target_test_auroc,approach,target_best_model,target_train_csv,nsamp_tra,nsamp_pre,nsamp_test
PowerCons,ResNet_DFS,False,1,0,128,5,1,0.6703125238418579,0.6703125238418579,0.6499016284942627,0.566699206829071,0.566699206829071,0.6721569299697876,lstm,training/2023-03-21_14-29_EXP_ratio_ResNet_DFS_PowerCons_f1-base/logs/target/checkpoints/epoch=7-step=80.ckpt,training/2023-03-21_14-29_EXP_ratio_ResNet_DFS_PowerCons_f1-base/logs/target/metrics.csv,2099,0,10353
