dataset,arch,pretrained,fold_number,random_state,batch_size,window_length,window_stride,target_val_acc,target_val_f1,target_val_auroc,target_test_acc,target_test_f1,target_test_auroc,approach,target_best_model,target_train_csv,nsamp_tra,nsamp_pre,nsamp_test
SyntheticControl,CNN_DFS,False,0,0,128,5,1,0.40625,0.40625,0.5799465775489807,0.4204799234867096,0.4204799234867096,0.7449248433113098,lstm,training/2023-03-21_15-27_EXP_ratio_CNN_DFS_SyntheticControl_f0-base/logs/target/checkpoints/epoch=116-step=819.ckpt,training/2023-03-21_15-27_EXP_ratio_CNN_DFS_SyntheticControl_f0-base/logs/target/metrics.csv,1449,0,7185
