dataset,arch,pretrained,fold_number,random_state,batch_size,window_length,window_stride,target_val_acc,target_val_f1,target_val_auroc,target_test_acc,target_test_f1,target_test_auroc,approach,target_best_model,target_train_csv,nsamp_tra,nsamp_pre,nsamp_test
Trace,ResNet_DFS,False,4,0,128,5,1,0.4348958432674408,0.4348958432674408,0.5804710388183594,0.31029412150382996,0.31029412150382996,0.548872709274292,lstm,training/2023-03-21_13-58_EXP_ratio_ResNet_DFS_Trace_f4-base/logs/target/checkpoints/epoch=12-step=143.ckpt,training/2023-03-21_13-58_EXP_ratio_ResNet_DFS_Trace_f4-base/logs/target/metrics.csv,2251,0,10985
