dataset,arch,pretrained,fold_number,random_state,batch_size,window_length,window_stride,target_val_acc,target_val_f1,target_val_auroc,target_test_acc,target_test_f1,target_test_auroc,approach,target_best_model,target_train_csv,nsamp_tra,nsamp_pre,nsamp_test
Trace,ResNet_DFS,False,3,0,128,5,1,0.6015625,0.6015625,0.5995365381240845,0.2917279303073883,0.2917279303073883,0.5552482008934021,lstm,training/2023-03-21_13-11_EXP_ratio_ResNet_DFS_Trace_f3-base/logs/target/checkpoints/epoch=110-step=1221.ckpt,training/2023-03-21_13-11_EXP_ratio_ResNet_DFS_Trace_f3-base/logs/target/metrics.csv,2251,0,10985
