dataset,arch,pretrained,fold_number,random_state,batch_size,window_length,window_stride,target_val_acc,target_val_f1,target_val_auroc,target_test_acc,target_test_f1,target_test_auroc,approach,target_best_model,target_train_csv,nsamp_tra,nsamp_pre,nsamp_test
PowerCons,ResNet_DFS,False,0,0,128,5,1,0.714062511920929,0.714062511920929,0.6725382208824158,0.592089831829071,0.592089831829071,0.676186203956604,lstm,training/2023-03-21_14-24_EXP_ratio_ResNet_DFS_PowerCons_f0-base/logs/target/checkpoints/epoch=5-step=60.ckpt,training/2023-03-21_14-24_EXP_ratio_ResNet_DFS_PowerCons_f0-base/logs/target/metrics.csv,2099,0,10353
