dataset,arch,repr,pretrain,fold_number,random_state,batch_size,stride_series,window_length,window_time_stride,window_patt_stride,train_events_per_class,train_event_multiplier,nevents_train,pret_event_multiplier,nevents_pret,test_event_multiplier,nevents_test,tgt_best_model,tgt_train_csv,tgt_nepochs,target_val_acc,target_test_acc,target_val_f1,target_test_f1,target_val_auroc,target_test_auroc
CBF,CNN,TS,False,3,0,128,True,5,1,1,32,4,384,0,0,4,384,training/2023-04-11_13-52_EXP_wlen_TS_CNN_CBF_f3/logs/0_wdw5/checkpoints/epoch=8-step=2079.ckpt,training/2023-04-11_13-52_EXP_wlen_TS_CNN_CBF_f3/logs/0_wdw5/metrics.csv,8,0.3842710256576538,0.31864240765571594,0.3842710256576538,0.31864240765571594,0.5484650135040283,0.5080071687698364
CBF,CNN,TS,False,3,0,128,True,10,1,1,32,4,384,0,0,4,384,training/2023-04-11_13-52_EXP_wlen_TS_CNN_CBF_f3/logs/1_wdw10/checkpoints/epoch=14-step=3465.ckpt,training/2023-04-11_13-52_EXP_wlen_TS_CNN_CBF_f3/logs/1_wdw10/metrics.csv,14,0.4174806773662567,0.3743717074394226,0.4174806773662567,0.3743717074394226,0.5925822854042053,0.5325110554695129
CBF,CNN,TS,False,3,0,128,True,15,1,1,32,4,384,0,0,4,384,training/2023-04-11_13-52_EXP_wlen_TS_CNN_CBF_f3/logs/2_wdw15/checkpoints/epoch=10-step=2541.ckpt,training/2023-04-11_13-52_EXP_wlen_TS_CNN_CBF_f3/logs/2_wdw15/metrics.csv,10,0.4271903932094574,0.3755494952201843,0.4271903932094574,0.3755494952201843,0.5980151891708374,0.5349729061126709
CBF,CNN,TS,False,3,0,128,True,20,1,1,32,4,384,0,0,4,384,training/2023-04-11_13-52_EXP_wlen_TS_CNN_CBF_f3/logs/3_wdw20/checkpoints/epoch=92-step=21483.ckpt,training/2023-04-11_13-52_EXP_wlen_TS_CNN_CBF_f3/logs/3_wdw20/metrics.csv,92,0.43909016251564026,0.4455435574054718,0.43909016251564026,0.4455435574054718,0.6639490127563477,0.6360449194908142
CBF,CNN,TS,False,3,0,128,True,25,1,1,32,4,384,0,0,4,384,training/2023-04-11_13-52_EXP_wlen_TS_CNN_CBF_f3/logs/4_wdw25/checkpoints/epoch=37-step=8778.ckpt,training/2023-04-11_13-52_EXP_wlen_TS_CNN_CBF_f3/logs/4_wdw25/metrics.csv,37,0.4325190782546997,0.429629921913147,0.4325190782546997,0.429629921913147,0.6283881664276123,0.5939731001853943
CBF,CNN,TS,False,3,0,128,True,30,1,1,32,4,384,0,0,4,384,training/2023-04-11_13-52_EXP_wlen_TS_CNN_CBF_f3/logs/5_wdw30/checkpoints/epoch=26-step=6237.ckpt,training/2023-04-11_13-52_EXP_wlen_TS_CNN_CBF_f3/logs/5_wdw30/metrics.csv,26,0.486563503742218,0.45261701941490173,0.486563503742218,0.45261701941490173,0.6116861701011658,0.5777022242546082
CBF,CNN,TS,False,3,0,128,True,40,1,1,32,4,384,0,0,4,384,training/2023-04-11_13-52_EXP_wlen_TS_CNN_CBF_f3/logs/6_wdw40/checkpoints/epoch=118-step=27489.ckpt,training/2023-04-11_13-52_EXP_wlen_TS_CNN_CBF_f3/logs/6_wdw40/metrics.csv,118,0.5121156573295593,0.523772656917572,0.5121156573295593,0.523772656917572,0.6837561726570129,0.6663095355033875
CBF,CNN,TS,False,3,0,128,True,45,1,1,32,4,384,0,0,4,384,training/2023-04-11_13-52_EXP_wlen_TS_CNN_CBF_f3/logs/7_wdw45/checkpoints/epoch=37-step=8778.ckpt,training/2023-04-11_13-52_EXP_wlen_TS_CNN_CBF_f3/logs/7_wdw45/metrics.csv,37,0.49460339546203613,0.5147639513015747,0.49460339546203613,0.5147639513015747,0.6282179951667786,0.6356594562530518
CBF,CNN,TS,False,3,0,128,True,50,1,1,32,4,384,0,0,4,384,training/2023-04-11_13-52_EXP_wlen_TS_CNN_CBF_f3/logs/8_wdw50/checkpoints/epoch=109-step=25410.ckpt,training/2023-04-11_13-52_EXP_wlen_TS_CNN_CBF_f3/logs/8_wdw50/metrics.csv,109,0.5299898386001587,0.5487260818481445,0.5299898386001587,0.5487260818481445,0.6837705969810486,0.6828696131706238
CBF,CNN,TS,False,3,0,128,True,60,1,1,32,4,384,0,0,4,384,training/2023-04-11_13-52_EXP_wlen_TS_CNN_CBF_f3/logs/9_wdw60/checkpoints/epoch=116-step=27027.ckpt,training/2023-04-11_13-52_EXP_wlen_TS_CNN_CBF_f3/logs/9_wdw60/metrics.csv,116,0.5594825744628906,0.562506377696991,0.5594825744628906,0.562506377696991,0.7255836129188538,0.7155459523200989
CBF,CNN,TS,False,3,0,128,True,75,1,1,32,4,384,0,0,4,384,training/2023-04-11_13-52_EXP_wlen_TS_CNN_CBF_f3/logs/10_wdw75/checkpoints/epoch=113-step=26334.ckpt,training/2023-04-11_13-52_EXP_wlen_TS_CNN_CBF_f3/logs/10_wdw75/metrics.csv,113,0.643810510635376,0.6331404447555542,0.643810510635376,0.6331404447555542,0.8081255555152893,0.8026044368743896
