dataset,arch,repr,pretrain,fold_number,random_state,batch_size,stride_series,window_length,window_time_stride,window_patt_stride,train_events_per_class,train_event_multiplier,nevents_train,pret_event_multiplier,nevents_pret,test_event_multiplier,nevents_test,tgt_best_model,tgt_train_csv,tgt_nepochs,target_val_acc,target_test_acc,target_val_f1,target_test_f1,target_val_auroc,target_test_auroc
CBF,CNN,TS,False,2,0,128,True,5,1,1,32,4,384,0,0,4,384,training/2023-04-11_12-36_EXP_wlen_TS_CNN_CBF_f2/logs/0_wdw5/checkpoints/epoch=13-step=3234.ckpt,training/2023-04-11_12-36_EXP_wlen_TS_CNN_CBF_f2/logs/0_wdw5/metrics.csv,13,0.35262995958328247,0.3308102488517761,0.35262995958328247,0.3308102488517761,0.5050321221351624,0.4941229820251465
CBF,CNN,TS,False,2,0,128,True,10,1,1,32,4,384,0,0,4,384,training/2023-04-11_12-36_EXP_wlen_TS_CNN_CBF_f2/logs/1_wdw10/checkpoints/epoch=71-step=16632.ckpt,training/2023-04-11_12-36_EXP_wlen_TS_CNN_CBF_f2/logs/1_wdw10/metrics.csv,71,0.4109686613082886,0.41305631399154663,0.4109686613082886,0.41305631399154663,0.5790290832519531,0.6013222336769104
CBF,CNN,TS,False,2,0,128,True,15,1,1,32,4,384,0,0,4,384,training/2023-04-11_12-36_EXP_wlen_TS_CNN_CBF_f2/logs/2_wdw15/checkpoints/epoch=96-step=22407.ckpt,training/2023-04-11_12-36_EXP_wlen_TS_CNN_CBF_f2/logs/2_wdw15/metrics.csv,96,0.417574018239975,0.39557555317878723,0.417574018239975,0.39557555317878723,0.5859543681144714,0.5691677331924438
CBF,CNN,TS,False,2,0,128,True,20,1,1,32,4,384,0,0,4,384,training/2023-04-11_12-36_EXP_wlen_TS_CNN_CBF_f2/logs/3_wdw20/checkpoints/epoch=43-step=10164.ckpt,training/2023-04-11_12-36_EXP_wlen_TS_CNN_CBF_f2/logs/3_wdw20/metrics.csv,43,0.48559942841529846,0.4881439507007599,0.48559942841529846,0.4881439507007599,0.6443232893943787,0.6376453042030334
CBF,CNN,TS,False,2,0,128,True,25,1,1,32,4,384,0,0,4,384,training/2023-04-11_12-36_EXP_wlen_TS_CNN_CBF_f2/logs/4_wdw25/checkpoints/epoch=24-step=5775.ckpt,training/2023-04-11_12-36_EXP_wlen_TS_CNN_CBF_f2/logs/4_wdw25/metrics.csv,24,0.41414758563041687,0.4060171842575073,0.41414758563041687,0.4060171842575073,0.5785036683082581,0.6160351634025574
CBF,CNN,TS,False,2,0,128,True,30,1,1,32,4,384,0,0,4,384,training/2023-04-11_12-36_EXP_wlen_TS_CNN_CBF_f2/logs/5_wdw30/checkpoints/epoch=112-step=26103.ckpt,training/2023-04-11_12-36_EXP_wlen_TS_CNN_CBF_f2/logs/5_wdw30/metrics.csv,112,0.5413273572921753,0.48940372467041016,0.5413273572921753,0.48940372467041016,0.7461476922035217,0.7250353693962097
CBF,CNN,TS,False,2,0,128,True,40,1,1,32,4,384,0,0,4,384,training/2023-04-11_12-36_EXP_wlen_TS_CNN_CBF_f2/logs/6_wdw40/checkpoints/epoch=115-step=26796.ckpt,training/2023-04-11_12-36_EXP_wlen_TS_CNN_CBF_f2/logs/6_wdw40/metrics.csv,115,0.5747302174568176,0.569668710231781,0.5747302174568176,0.569668710231781,0.7618764042854309,0.7523910403251648
CBF,CNN,TS,False,2,0,128,True,45,1,1,32,4,384,0,0,4,384,training/2023-04-11_12-36_EXP_wlen_TS_CNN_CBF_f2/logs/7_wdw45/checkpoints/epoch=91-step=21252.ckpt,training/2023-04-11_12-36_EXP_wlen_TS_CNN_CBF_f2/logs/7_wdw45/metrics.csv,91,0.550605833530426,0.5813546180725098,0.550605833530426,0.5813546180725098,0.7346418499946594,0.7383410334587097
CBF,CNN,TS,False,2,0,128,True,50,1,1,32,4,384,0,0,4,384,training/2023-04-11_12-36_EXP_wlen_TS_CNN_CBF_f2/logs/8_wdw50/checkpoints/epoch=113-step=26334.ckpt,training/2023-04-11_12-36_EXP_wlen_TS_CNN_CBF_f2/logs/8_wdw50/metrics.csv,113,0.5724541544914246,0.5777071714401245,0.5724541544914246,0.5777071714401245,0.7477169632911682,0.7349510192871094
CBF,CNN,TS,False,2,0,128,True,60,1,1,32,4,384,0,0,4,384,training/2023-04-11_12-36_EXP_wlen_TS_CNN_CBF_f2/logs/9_wdw60/checkpoints/epoch=119-step=27720.ckpt,training/2023-04-11_12-36_EXP_wlen_TS_CNN_CBF_f2/logs/9_wdw60/metrics.csv,119,0.6681095957756042,0.6884154081344604,0.6681095957756042,0.6884154081344604,0.8293766975402832,0.8191564679145813
CBF,CNN,TS,False,2,0,128,True,75,1,1,32,4,384,0,0,4,384,training/2023-04-11_12-36_EXP_wlen_TS_CNN_CBF_f2/logs/10_wdw75/checkpoints/epoch=115-step=26796.ckpt,training/2023-04-11_12-36_EXP_wlen_TS_CNN_CBF_f2/logs/10_wdw75/metrics.csv,115,0.6948038935661316,0.7089412212371826,0.6948038935661316,0.7089412212371826,0.8562305569648743,0.8404021859169006
