dataset,arch,pretrained,fold_number,random_state,batch_size,window_size,target_val_acc,target_val_f1,target_val_auroc,target_test_acc,target_test_f1,target_test_auroc,target_best_model,target_train_csv,target_nepochs,nframes_tra,nframes_pre,nframes_test,pretrain_val_acc,pretrain_val_f1,pretrain_val_auroc,pretrain_best_model,pretrain_train_csv,pretrain_nepochs
GunPoint,CNN,False,1,0,128,5,0.7007025480270386,0.7007025480270386,0.7555475234985352,0.6133667230606079,0.6133667230606079,0.6818057894706726,training/exp/EXP_ratio_f1.base_2023-02-21_10-13/logs/target/checkpoints/epoch=87-step=2816.ckpt,training/exp/EXP_ratio_f1.base_2023-02-21_10-13/logs/target/metrics.csv,93,6135,0,5985,,,,,,
GunPoint,CNN,False,1,0,128,5,0.6580796241760254,0.6580796241760254,0.7758973240852356,0.6499582529067993,0.6499582529067993,0.7124900817871094,training/exp/EXP_ratio_f1.0_2023-02-21_10-16/logs/target/checkpoints/epoch=168-step=5408.ckpt,training/exp/EXP_ratio_f1.0_2023-02-21_10-16/logs/target/metrics.csv,200,6135,6045,5985,0.49875807762145996,0.49875807762145996,0.4500414729118347,training/exp/EXP_ratio_f1.0_2023-02-21_10-16/logs/pretrain/checkpoints/epoch=18-step=608.ckpt,training/exp/EXP_ratio_f1.0_2023-02-21_10-16/logs/pretrain/metrics.csv,29
GunPoint,CNN,False,1,0,128,5,0.6384074687957764,0.6384074687957764,0.710488498210907,0.637259840965271,0.637259840965271,0.6949528455734253,training/exp/EXP_ratio_f1.1_2023-02-21_10-23/logs/target/checkpoints/epoch=122-step=3936.ckpt,training/exp/EXP_ratio_f1.1_2023-02-21_10-23/logs/target/metrics.csv,163,6135,12090,5985,0.49304521083831787,0.49304521083831787,0.5855025053024292,training/exp/EXP_ratio_f1.1_2023-02-21_10-23/logs/pretrain/checkpoints/epoch=0-step=63.ckpt,training/exp/EXP_ratio_f1.1_2023-02-21_10-23/logs/pretrain/metrics.csv,11
GunPoint,CNN,False,1,0,128,5,0.6819671988487244,0.6819671988487244,0.7631678581237793,0.6369256377220154,0.6369256377220154,0.7096596956253052,training/exp/EXP_ratio_f1.2_2023-02-21_10-29/logs/target/checkpoints/epoch=199-step=6400.ckpt,training/exp/EXP_ratio_f1.2_2023-02-21_10-29/logs/target/metrics.csv,200,6135,18135,5985,0.48816028237342834,0.48816028237342834,0.5335211157798767,training/exp/EXP_ratio_f1.2_2023-02-21_10-29/logs/pretrain/checkpoints/epoch=4-step=470.ckpt,training/exp/EXP_ratio_f1.2_2023-02-21_10-29/logs/pretrain/metrics.csv,15
