dataset,arch,pretrained,fold_number,random_state,batch_size,window_length,window_stride,target_val_acc,target_val_f1,target_val_auroc,target_test_acc,target_test_f1,target_test_auroc,target_best_model,target_train_csv,target_nepochs,nsamp_tra,nsamp_pre,nsamp_test,pretrain_val_acc,pretrain_val_f1,pretrain_val_auroc,pretrain_best_model,pretrain_train_csv,pretrain_nepochs
Coffee,CNN_DFS,False,1,0,128,5,1,0.5625,0.5625,0.5097876191139221,0.4947916567325592,0.4947916567325592,0.44190579652786255,training/exp/EXP_stride_f1.0_base_2023-03-15_10-13/logs/target/checkpoints/epoch=119-step=1920.ckpt,training/exp/EXP_stride_f1.0_base_2023-03-15_10-13/logs/target/metrics.csv,120,3417,0,3131,,,,,,
Coffee,CNN_DFS,True,1,0,128,5,1,0.6859375238418579,0.6859375238418579,0.7548885345458984,0.6363932490348816,0.6363932490348816,0.6374427080154419,training/exp/EXP_stride_f1.0_2023-03-15_10-15/logs/target/checkpoints/epoch=67-step=1088.ckpt,training/exp/EXP_stride_f1.0_2023-03-15_10-15/logs/target/metrics.csv,120,3417,9995,3131,0.9059606194496155,0.9059606194496155,0.9688183069229126,training/exp/EXP_stride_f1.0_2023-03-15_10-15/logs/pretrain/checkpoints/epoch=57-step=2900.ckpt,training/exp/EXP_stride_f1.0_2023-03-15_10-15/logs/pretrain/metrics.csv,60
Coffee,CNN_DFS,False,1,0,128,5,2,0.594531238079071,0.594531238079071,0.5559718608856201,0.5354817509651184,0.5354817509651184,0.48610490560531616,training/exp/EXP_stride_f1.1_base_2023-03-15_10-20/logs/target/checkpoints/epoch=118-step=1904.ckpt,training/exp/EXP_stride_f1.1_base_2023-03-15_10-20/logs/target/metrics.csv,120,3402,0,3116,,,,,,
Coffee,CNN_DFS,True,1,0,128,5,2,0.5765625238418579,0.5765625238418579,0.5599011182785034,0.5159505009651184,0.5159505009651184,0.526708722114563,training/exp/EXP_stride_f1.1_2023-03-15_10-22/logs/target/checkpoints/epoch=64-step=1040.ckpt,training/exp/EXP_stride_f1.1_2023-03-15_10-22/logs/target/metrics.csv,120,3402,9980,3116,0.8978587985038757,0.8978587985038757,0.9678801894187927,training/exp/EXP_stride_f1.1_2023-03-15_10-22/logs/pretrain/checkpoints/epoch=50-step=2550.ckpt,training/exp/EXP_stride_f1.1_2023-03-15_10-22/logs/pretrain/metrics.csv,60
Coffee,CNN_DFS,False,1,0,128,5,3,0.5648437738418579,0.5648437738418579,0.561347484588623,0.5615234375,0.5615234375,0.4990256726741791,training/exp/EXP_stride_f1.2_base_2023-03-15_10-27/logs/target/checkpoints/epoch=115-step=1856.ckpt,training/exp/EXP_stride_f1.2_base_2023-03-15_10-27/logs/target/metrics.csv,120,3387,0,3101,,,,,,
Coffee,CNN_DFS,True,1,0,128,5,3,0.617968738079071,0.617968738079071,0.6235369443893433,0.5719401240348816,0.5719401240348816,0.5500150322914124,training/exp/EXP_stride_f1.2_2023-03-15_10-29/logs/target/checkpoints/epoch=119-step=1920.ckpt,training/exp/EXP_stride_f1.2_2023-03-15_10-29/logs/target/metrics.csv,120,3387,9965,3101,0.84375,0.84375,0.9134849905967712,training/exp/EXP_stride_f1.2_2023-03-15_10-29/logs/pretrain/checkpoints/epoch=40-step=2050.ckpt,training/exp/EXP_stride_f1.2_2023-03-15_10-29/logs/pretrain/metrics.csv,60
Coffee,CNN_DFS,False,1,0,128,5,4,0.6032986044883728,0.6032986044883728,0.6244242787361145,0.5647786259651184,0.5647786259651184,0.5212439894676208,training/exp/EXP_stride_f1.3_base_2023-03-15_10-34/logs/target/checkpoints/epoch=100-step=1616.ckpt,training/exp/EXP_stride_f1.3_base_2023-03-15_10-34/logs/target/metrics.csv,120,3372,0,3086,,,,,,
Coffee,CNN_DFS,True,1,0,128,5,4,0.6649305820465088,0.6649305820465088,0.644361138343811,0.5999348759651184,0.5999348759651184,0.5467733144760132,training/exp/EXP_stride_f1.3_2023-03-15_10-36/logs/target/checkpoints/epoch=59-step=960.ckpt,training/exp/EXP_stride_f1.3_2023-03-15_10-36/logs/target/metrics.csv,120,3372,9950,3086,0.8417245149612427,0.8417245149612427,0.9125829935073853,training/exp/EXP_stride_f1.3_2023-03-15_10-36/logs/pretrain/checkpoints/epoch=55-step=2800.ckpt,training/exp/EXP_stride_f1.3_2023-03-15_10-36/logs/pretrain/metrics.csv,60
Coffee,CNN_DFS,False,1,0,128,5,5,0.6388888955116272,0.6388888955116272,0.6882015466690063,0.5625,0.5625,0.5215460658073425,training/exp/EXP_stride_f1.4_base_2023-03-15_10-41/logs/target/checkpoints/epoch=116-step=1872.ckpt,training/exp/EXP_stride_f1.4_base_2023-03-15_10-41/logs/target/metrics.csv,120,3357,0,3071,,,,,,
Coffee,CNN_DFS,True,1,0,128,5,5,0.6892361044883728,0.6892361044883728,0.7922646999359131,0.6083559989929199,0.6083559989929199,0.6239598393440247,training/exp/EXP_stride_f1.4_2023-03-15_10-44/logs/target/checkpoints/epoch=112-step=1808.ckpt,training/exp/EXP_stride_f1.4_2023-03-15_10-44/logs/target/metrics.csv,120,3357,9935,3071,0.8392428159713745,0.8392428159713745,0.9102123379707336,training/exp/EXP_stride_f1.4_2023-03-15_10-44/logs/pretrain/checkpoints/epoch=55-step=2800.ckpt,training/exp/EXP_stride_f1.4_2023-03-15_10-44/logs/pretrain/metrics.csv,60
